0,55465.43156132707,933.2951616312288,54521.155291573916,28034.337928477788,
1,57909.57942736885,520293.83125833946,54295.469029044936,54902.29111082594,
2,57515.43378443912,262987.0398513978,53967.896766836115,27903.10123535828,
3,57384.17099851549,296229.2559853459,53693.896623095534,86183.0594119828,
4,57278.20871018865,342759.07663080684,53472.6854074125,119063.12239480417,
5,57009.738421565475,440598.84043980285,53290.42969321214,165843.4909063543,
6,56999.843387614506,398187.263603677,53150.948267386535,234801.48385542742,
7,56727.77372571608,494365.2148482192,52981.82433174568,295892.8812583707,
8,56541.3306638683,527202.8526195127,52829.75006157362,373867.85945097764,
9,56546.965925129996,501153.831960273,52707.06646444615,329905.7173730424,
10,56261.578725976135,582643.2738961785,52573.938013364226,382585.96035710856,
11,56186.248365725696,1020743.21485217,52464.62997373755,397999.56078488275,
12,56032.61545101514,606442.6230345465,52365.87803508276,392771.1767593878,
13,55885.24782105614,1038152.0297582053,52284.85850984569,421031.70941700664,
14,55817.73090926308,831857.7499677713,52177.361044258985,446405.78836296796,
15,55797.871425924415,1081547.295838205,52061.993498439006,435321.3961819518,
16,55677.27456009623,1232626.7648675002,51994.17785493192,389653.89867637266,
17,55451.13286522047,1666709.4112698478,51931.72507987502,388860.7957783597,
18,55292.269782410935,862424.5369918932,51836.87068581397,389035.03829410207,
19,55256.16730740802,1197737.0369434569,51753.37843375301,367613.07421577966,
20,55122.15775793478,1035936.10405788,51670.367374866975,358004.50620519475,
21,54893.79772923458,1411246.6192772205,51580.31246006066,354919.2641382949,
22,54968.163892826175,1610060.4792032172,51489.6090536367,349672.5614869067,
23,54819.843908955736,1190300.1318983857,51441.66938397682,358050.39451644337,
24,54743.0487332616,1218707.8909211413,51392.717718850065,356929.9114934182,
25,54597.089038860286,1377145.26291893,51340.797707590486,359442.61357177503,
26,54289.89148758641,963773.8717092973,51270.74030361703,375670.0774174052,
27,54383.92883614984,1236024.9628091126,51206.03278326927,359063.44650997076,
28,54306.4410911252,1058071.8980089223,51138.40504986926,416946.9836863014,
29,54323.12665806326,1439410.6282176957,51081.477665930426,408635.74618344405,
30,54271.461925028896,1105410.6574889175,51015.15902634292,494366.2896702977,
31,54145.41995358679,1114331.2264309775,50958.58204159266,505529.9242595151,
32,54272.48049809877,5505278.388009184,50914.80615073597,523677.8469007166,
33,54093.64963898529,1577836.8377643628,50860.24756712271,561143.350638369,
34,54046.467881026714,1510276.8131580343,50802.987274367006,543782.6161828057,
35,53848.379535518034,1430341.3738375718,50756.36859514987,600171.3575641413,
36,53821.447218582136,1647706.3148594103,50699.82903506027,601884.3518997508,
37,53678.10442720473,1592096.2774003746,50660.753484409965,610110.2087317756,
38,53579.386931368455,1192880.8823954384,50605.121874517354,627149.2083662887,
39,53505.71341536297,963468.4982974359,50553.167479256226,637252.8741204228,
40,53515.02226315409,1193753.8014814376,50505.79862704361,628657.0010892149,
